id,10_a_please_judge_whether_this_sentence_is_prorussia,10_b_please_judge_whether_this_sentence_is_prowest,11_a_please_judge_whether_this_sentence_is_prorussia,11_b_please_judge_whether_this_sentence_is_prowest,12_a_please_judge_whether_this_sentence_is_prorussia,12_b_please_judge_whether_this_sentence_is_prowest,13_a_please_judge_whether_this_sentence_is_prorussia,13_b_please_judge_whether_this_sentence_is_prowest,14_a_please_judge_whether_this_sentence_is_prorussia,14_b_please_judge_whether_this_sentence_is_prowest,15_a_please_judge_whether_this_sentence_is_prorussia,15_b_please_judge_whether_this_sentence_is_prowest,16_a_please_judge_whether_this_sentence_is_prorussia,16_b_please_judge_whether_this_sentence_is_prowest,17_a_please_judge_whether_this_sentence_is_prorussia,17_b_please_judge_whether_this_sentence_is_prowest,1_a_please_judge_whether_this_sentence_is_prorussia,1_b_please_judge_whether_this_sentence_is_prowest,2_a_please_judge_whether_this_sentence_is_prorussia,2_b_please_judge_whether_this_sentence_is_prowest,3_a_please_judge_whether_this_sentence_is_prorussia,3_b_please_judge_whether_this_sentence_is_prowest,4_a_please_judge_whether_this_sentence_is_prorussia,4_b_please_judge_whether_this_sentence_is_prowest,5_a_please_judge_whether_this_sentence_is_prorussia,5_b_please_judge_whether_this_sentence_is_prowest,6_a_please_judge_whether_this_sentence_is_prorussia,6_b_please_judge_whether_this_sentence_is_prowest,7_a_please_judge_whether_this_sentence_is_prorussia,7_b_please_judge_whether_this_sentence_is_prowest,8_a_please_judge_whether_this_sentence_is_prorussia,8_b_please_judge_whether_this_sentence_is_prowest,9_a_please_judge_whether_this_sentence_is_prorussia,9_b_please_judge_whether_this_sentence_is_prowest,article_id,event,sent_0,sent_1,sent_10,sent_11,sent_12,sent_13,sent_14,sent_15,sent_2,sent_3,sent_4,sent_5,sent_6,sent_7,sent_8,sent_9,title,_unit_id,_created_at,_golden,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip
5546336215,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_302,2014 Hrushevskoho Street Riots,"Prime Minister Donald Tusk has said he will be pushing for a ""responsible"" use of sanctions against Ukraine when he speaks to the European Commission president following three people being killed in Kiev during violent clashes with police.",Poland recommends 'prudent joint action' against Ukraine authorities,"Two hundred were injured at the weekend when violent protest erupted following Ukraine's parliament passing tough anti-protest legislation, in reaction to demonstrations against President Yanukovich refusing to sign trade and other deals with the EU in November.",The US Embassy in Ukraine said Wednesday that those responsible for the use of force against protesters in Kiev will be deprived of American visas.,"The embassy revealed that ""several citizens of Ukraine related to the use of force"" were refused visas to the US in November and December last year, though the statement did not name the officials involved, the PAP news agency reports.",,,,"Prime Minister Donald Tusk has said he will be pushing for a ""responsible"" use of sanctions against Ukraine when he speaks to the European Commission president following three people being killed in Kiev during violent clashes with police.","Tusk told reporters in Warsaw on Wednesday that his government recommends ""joint action across the European Union to events in Ukraine and most importantly, a prudent and responsible use of tools that are at the disposal of the international community"".","""Therefore, together with our partners, we will be looking for such a course of action, which will bring the desired effect [...] to stop the violence and repression against citizens and participants in the democratic opposition in Ukraine,"" Tusk added before speaking to European Commission president Jose Manuel Barroso on the worsening situation in the ex-Soviet state.",PM Tusk's remarks come after Ukraine's attorney general confirmed that three people had died on Wednesday morning as police attempted to clear barricades near government building in Kiev.,The opposition claims that at least one of the protesters was shot dead by police sniper fire.,"The European Union has called on Ukraine's government and opposition to ""engage in a genuine dialogue"".","""I strongly condemn the violent escalation of events in Kiev overnight leading to casualties.","The reported deaths of several protesters are a source of extreme worry,"" EU foreign policy chief Catherine Ashton said in a statement.",Poland recommends 'prudent joint action' against Ukraine authorities,2701794341,3/30/2020 11:20:56,false,,3/30/2020 11:18:50,false,neodev,0.2857,45604472,USA,AZ,Phoenix,23.81.55.20
5546336849,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_302,2014 Hrushevskoho Street Riots,"Prime Minister Donald Tusk has said he will be pushing for a ""responsible"" use of sanctions against Ukraine when he speaks to the European Commission president following three people being killed in Kiev during violent clashes with police.",Poland recommends 'prudent joint action' against Ukraine authorities,"Two hundred were injured at the weekend when violent protest erupted following Ukraine's parliament passing tough anti-protest legislation, in reaction to demonstrations against President Yanukovich refusing to sign trade and other deals with the EU in November.",The US Embassy in Ukraine said Wednesday that those responsible for the use of force against protesters in Kiev will be deprived of American visas.,"The embassy revealed that ""several citizens of Ukraine related to the use of force"" were refused visas to the US in November and December last year, though the statement did not name the officials involved, the PAP news agency reports.",,,,"Prime Minister Donald Tusk has said he will be pushing for a ""responsible"" use of sanctions against Ukraine when he speaks to the European Commission president following three people being killed in Kiev during violent clashes with police.","Tusk told reporters in Warsaw on Wednesday that his government recommends ""joint action across the European Union to events in Ukraine and most importantly, a prudent and responsible use of tools that are at the disposal of the international community"".","""Therefore, together with our partners, we will be looking for such a course of action, which will bring the desired effect [...] to stop the violence and repression against citizens and participants in the democratic opposition in Ukraine,"" Tusk added before speaking to European Commission president Jose Manuel Barroso on the worsening situation in the ex-Soviet state.",PM Tusk's remarks come after Ukraine's attorney general confirmed that three people had died on Wednesday morning as police attempted to clear barricades near government building in Kiev.,The opposition claims that at least one of the protesters was shot dead by police sniper fire.,"The European Union has called on Ukraine's government and opposition to ""engage in a genuine dialogue"".","""I strongly condemn the violent escalation of events in Kiev overnight leading to casualties.","The reported deaths of several protesters are a source of extreme worry,"" EU foreign policy chief Catherine Ashton said in a statement.",Poland recommends 'prudent joint action' against Ukraine authorities,2701794341,3/30/2020 11:22:12,false,,3/30/2020 11:19:58,false,feca,0.2857,45707055,USA,,,192.40.220.118
5546332004,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:14:22,false,,3/30/2020 11:14:06,false,feca,0.2857,45158734,VEN,7,Antonio Jose De Sucre,186.94.24.150
5546332044,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:14:26,false,,3/30/2020 11:14:08,false,feca,0.2857,45306325,VEN,25,Caracas,201.243.228.127
5546332284,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:14:44,false,,3/30/2020 11:13:57,false,feca,0.2857,45362563,USA,AZ,Phoenix,23.81.55.20
5546332297,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:14:45,false,,3/30/2020 11:14:09,false,feca,0.2857,45602016,USA,TX,Dallas,172.241.131.137
5546332837,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:15:33,false,,3/30/2020 11:13:58,false,neodev,0.2857,45702193,VEN,7,Aguirre,201.211.111.209
5546333515,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:16:38,false,,3/30/2020 11:15:49,false,feca,0.2857,45564805,VEN,7,Guacara,45.173.198.253
5546334429,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:18:00,false,,3/30/2020 11:17:37,false,feca,0.2857,45438622,COL,32,Yopal,181.53.17.140
5546335292,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:19:20,false,,3/30/2020 11:18:42,false,feca,0.2857,45450490,USA,NY,New York,107.170.127.117
5546335343,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:19:24,false,,3/30/2020 11:14:59,false,feca,0.2857,45435813,VEN,25,Caracas,190.72.176.235
5546335377,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:19:27,false,,3/30/2020 11:18:17,false,feca,0.2857,45162341,VEN,25,Caracas,190.205.175.45
5546335668,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:19:58,false,,3/30/2020 11:19:41,false,feca,0.2857,45458420,VEN,25,Caracas,201.243.228.127
5546336222,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:20:56,false,,3/30/2020 11:18:50,false,neodev,0.2857,45604472,USA,AZ,Phoenix,23.81.55.20
5546336850,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,ukr_886,2014 Pro-Russian Unrest in Ukraine,"Ukraine's Security Service said it has detained several people accused of plotting to declare a separatist ""people's republic"" in Odessa on the Black Sea, similarly to rebel territories in Ukraine's east.","Security officers seized explosives and weapons from members of the alleged rebel group, the SBU said Monday on its website.",,,,,,,"The security service also claimed that the alleged separatist group was headed by a Russian citizen, whom the statement identified only by his last name, Stepanov, and was ""created and funded by Russian secret services.""","Odessa, a Black Sea port city with a substantial Russian-speaking population, was the site of deadly clashes between pro-Moscow and pro-European activists this spring.","More than 40 people were killed during the violence, most of whom were caught in a building that was set on fire.","Since then the city, renowned across the former Soviet Union for its ethnic mix and a wry sense of humor, has remained largely peaceful.",,,,,Ukraine Says It Uncovered Plot to Create People's Republic in Odessa,2701794342,3/30/2020 11:22:12,false,,3/30/2020 11:19:58,false,feca,0.2857,45707055,USA,,,192.40.220.118
5546332006,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,ukr_896,2014 Pro-Russian Unrest in Ukraine,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show,,,,,,,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show of unity by a people who see themselves as Russian but citizens of Ukraine.,Their ancestors were purged from the region in 1944 during Soviet rule by Stalin.,An official apology with a call to return to Ukraine was given by Kyiv in 1991.,They do not want the country to be divided.,,,,Crimean Tatar protesters protest in Simferopol,2701794343,3/30/2020 11:14:22,false,,3/30/2020 11:14:06,false,feca,0.2857,45158734,VEN,7,Antonio Jose De Sucre,186.94.24.150
5546332046,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,ukr_896,2014 Pro-Russian Unrest in Ukraine,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show,,,,,,,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show of unity by a people who see themselves as Russian but citizens of Ukraine.,Their ancestors were purged from the region in 1944 during Soviet rule by Stalin.,An official apology with a call to return to Ukraine was given by Kyiv in 1991.,They do not want the country to be divided.,,,,Crimean Tatar protesters protest in Simferopol,2701794343,3/30/2020 11:14:26,false,,3/30/2020 11:14:08,false,feca,0.2857,45306325,VEN,25,Caracas,201.243.228.127
5546332285,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,ukr_896,2014 Pro-Russian Unrest in Ukraine,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show,,,,,,,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show of unity by a people who see themselves as Russian but citizens of Ukraine.,Their ancestors were purged from the region in 1944 during Soviet rule by Stalin.,An official apology with a call to return to Ukraine was given by Kyiv in 1991.,They do not want the country to be divided.,,,,Crimean Tatar protesters protest in Simferopol,2701794343,3/30/2020 11:14:44,false,,3/30/2020 11:13:57,false,feca,0.2857,45362563,USA,AZ,Phoenix,23.81.55.20
5546332298,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,ukr_896,2014 Pro-Russian Unrest in Ukraine,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show,,,,,,,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show of unity by a people who see themselves as Russian but citizens of Ukraine.,Their ancestors were purged from the region in 1944 during Soviet rule by Stalin.,An official apology with a call to return to Ukraine was given by Kyiv in 1991.,They do not want the country to be divided.,,,,Crimean Tatar protesters protest in Simferopol,2701794343,3/30/2020 11:14:45,false,,3/30/2020 11:14:09,false,feca,0.2857,45602016,USA,TX,Dallas,172.241.131.137
5546332839,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,ukr_896,2014 Pro-Russian Unrest in Ukraine,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show,,,,,,,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show of unity by a people who see themselves as Russian but citizens of Ukraine.,Their ancestors were purged from the region in 1944 during Soviet rule by Stalin.,An official apology with a call to return to Ukraine was given by Kyiv in 1991.,They do not want the country to be divided.,,,,Crimean Tatar protesters protest in Simferopol,2701794343,3/30/2020 11:15:33,false,,3/30/2020 11:13:58,false,neodev,0.2857,45702193,VEN,7,Aguirre,201.211.111.209
5546333505,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,ukr_896,2014 Pro-Russian Unrest in Ukraine,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show,,,,,,,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show of unity by a people who see themselves as Russian but citizens of Ukraine.,Their ancestors were purged from the region in 1944 during Soviet rule by Stalin.,An official apology with a call to return to Ukraine was given by Kyiv in 1991.,They do not want the country to be divided.,,,,Crimean Tatar protesters protest in Simferopol,2701794343,3/30/2020 11:16:38,false,,3/30/2020 11:15:49,false,feca,0.2857,45564805,VEN,7,Guacara,45.173.198.253
5546334428,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,ukr_896,2014 Pro-Russian Unrest in Ukraine,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show,,,,,,,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show of unity by a people who see themselves as Russian but citizens of Ukraine.,Their ancestors were purged from the region in 1944 during Soviet rule by Stalin.,An official apology with a call to return to Ukraine was given by Kyiv in 1991.,They do not want the country to be divided.,,,,Crimean Tatar protesters protest in Simferopol,2701794343,3/30/2020 11:18:00,false,,3/30/2020 11:17:37,false,feca,0.2857,45438622,COL,32,Yopal,181.53.17.140
5546335288,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ukr_896,2014 Pro-Russian Unrest in Ukraine,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show,,,,,,,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show of unity by a people who see themselves as Russian but citizens of Ukraine.,Their ancestors were purged from the region in 1944 during Soviet rule by Stalin.,An official apology with a call to return to Ukraine was given by Kyiv in 1991.,They do not want the country to be divided.,,,,Crimean Tatar protesters protest in Simferopol,2701794343,3/30/2020 11:19:20,false,,3/30/2020 11:18:42,false,feca,0.2857,45450490,USA,NY,New York,107.170.127.117
5546335351,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,ukr_896,2014 Pro-Russian Unrest in Ukraine,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show,,,,,,,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show of unity by a people who see themselves as Russian but citizens of Ukraine.,Their ancestors were purged from the region in 1944 during Soviet rule by Stalin.,An official apology with a call to return to Ukraine was given by Kyiv in 1991.,They do not want the country to be divided.,,,,Crimean Tatar protesters protest in Simferopol,2701794343,3/30/2020 11:19:24,false,,3/30/2020 11:14:59,false,feca,0.2857,45435813,VEN,25,Caracas,190.72.176.235
5546335371,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,ukr_896,2014 Pro-Russian Unrest in Ukraine,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show,,,,,,,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show of unity by a people who see themselves as Russian but citizens of Ukraine.,Their ancestors were purged from the region in 1944 during Soviet rule by Stalin.,An official apology with a call to return to Ukraine was given by Kyiv in 1991.,They do not want the country to be divided.,,,,Crimean Tatar protesters protest in Simferopol,2701794343,3/30/2020 11:19:27,false,,3/30/2020 11:18:17,false,feca,0.2857,45162341,VEN,25,Caracas,190.205.175.45
5546335675,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,ukr_896,2014 Pro-Russian Unrest in Ukraine,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show,,,,,,,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show of unity by a people who see themselves as Russian but citizens of Ukraine.,Their ancestors were purged from the region in 1944 during Soviet rule by Stalin.,An official apology with a call to return to Ukraine was given by Kyiv in 1991.,They do not want the country to be divided.,,,,Crimean Tatar protesters protest in Simferopol,2701794343,3/30/2020 11:19:58,false,,3/30/2020 11:19:41,false,feca,0.2857,45458420,VEN,25,Caracas,201.243.228.127
5546336218,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,ukr_896,2014 Pro-Russian Unrest in Ukraine,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show,,,,,,,"The flag of the Tatars was the rallying call for an estimated 10,000 protesters outside the Crimean regional parliament in Simferopol.",It was a show of unity by a people who see themselves as Russian but citizens of Ukraine.,Their ancestors were purged from the region in 1944 during Soviet rule by Stalin.,An official apology with a call to return to Ukraine was given by Kyiv in 1991.,They do not want the country to be divided.,,,,Crimean Tatar protesters protest in Simferopol,2701794343,3/30/2020 11:20:56,false,,3/30/2020 11:18:50,false,neodev,0.2857,45604472,USA,AZ,Phoenix,23.81.55.20
